,roberta_neg,comment,pred_cat
20,0.7156134247779846,compliment top forgiving holey layer top,material issue
21,0.7156134247779846,wanted oversized usual x medium washed dried shrink truthfully large doesn big isn fuzzy inside decently heavy weight material sort stiff thicker price,material issue
22,0.7156134247779846,hoodie exception nicely graphic dinosaur fit well lightweight,material issue
23,0.7156134247779846,light weight pullover actual loose run larger color style,wrong size
24,0.7156134247779846,cozy short yr love,wrong size
25,0.7156134247779846,cozy,material issue
26,0.7156134247779846,large fit xldefinitely size onei shouldve medium,wrong size
27,0.7156134247779846,sweater chilly morning night inside length completely,material issue
28,0.7156134247779846,daughter love hoodie warmest hoodie,material issue
29,0.7156134247779846,honestly cool unisex husband worn,material issue
30,0.7156134247779846,purchased zip hoodie husband wear night time husband lb athletic built fit extra room love sweater material thicker san diego weather attracts fuzz easily,material issue
31,0.7156134247779846,jacket size,wrong size
32,0.7156134247779846,purchased small wear tank fitted wear tight chest stomach fitted nicely waist length wear shirt arm tighter making push sleeve forearm glad wear time fairly easily cooler side feel weight warmth cooler fall day,wrong size
33,0.7156134247779846,hoodie well thick cotton material crop length sleeve long roomy blouson compliment wear fabulous ll wearing year round versatile,material issue
34,0.7156134247779846,hoodie lightweight flattering body clingy definitely wear undershirt don cleavage showing,material issue
35,0.7156134247779846,top wanted small thick hoped shirt order size,wrong size
36,0.7156134247779846,thought going thicker material cool summer day,material issue
37,0.7156134247779846,tie dyed pattern printed fabric cotton weird thick paper feel color photo cant describe inside feel exactly inaide feel kinda starchy,material issue
38,0.6634110808372498,long sleve shirt design didn regular tee shirt light weight style better tee shirt,wrong description
39,0.6634110808372498,ordered large medium large recommended fit hang well legging,wrong size
40,0.6634110808372498,thick reasonable price plan tie dye team color issue medium purchased long arm husband well purchased size small will work,wrong size
41,0.6634110808372498,hoodie inside fleece help wear cool fall winter day dinosaur design help bring smile people face hoodies oversized fit well regularly wear large ve washed time holding well favorite hoodies,material issue
42,0.6634110808372498,tween love issue ripping fraying hole head size doesn struggle sleeve length long size medium fit price comparable brand department store day affordable top expensive option school casual work environment gift holiday,wrong size
43,0.6634110808372498,product daughter love,material issue
44,0.6634110808372498,yo daughter wanted brown hoodie hard find wasn expect term color work large wanted oversize color brown picture daughter wear time,wrong description
45,0.6634110808372498,fit loosely don hoodie lounging house couch don bunched hood neck petty nit picky issue crew neck answer will,material issue
46,0.6634110808372498,zipper split time wore pocket high shallow fit well zipper hasn split hoodie long inconvenient time outdoors length time happy,material issue
47,0.6634110808372498,,material issue
48,0.6634110808372498,itchy,material issue
49,0.6634110808372498,comfort jacket fit well job keeping cold weather negative thing zipper pull zipper broke zipping bummer sonow zipper tab,material issue
50,0.6634110808372498,run small,wrong size
51,0.6634110808372498,shirt color light steel pale pink slate heather navy heather lighter color lot pilling wearing washing darker color length shirt hip short taller lady lightweight price paying lounging bargain paying dark color,wrong color
52,0.6634110808372498,ll settle lot crop cut short shorter advertised size small bloomy big puffy color will,wrong size
53,0.6634110808372498,lightweight,wrong description
54,0.6634110808372498,star coming china washed delicate hanged dry top hang flattering ll washing,material issue
55,0.6634110808372498,zip lighter weight anticipated waffle pattern hadn noticed product photo flattering will order color husband mentioned looked flattering ordered small fit reference lb downside supposed dryer well worth money,wrong size
56,0.6634110808372498,color gorgeous shirt size small ordered large sad,wrong size
57,0.7097592353820801,described personally describe photo accurate fabric material heavier fabric material size stretchy described,wrong description
58,0.7097592353820801,color well arrived dealt seller thing,wrong description
59,0.7097592353820801,high heavy duty cotton iron carharrt logo sleeve sell buck don pas,material issue
60,0.7097592353820801,maener men cartoon dinosaur graphic shirt graphic funny friend shirt movie gym market washed water product price happy happy,material issue
61,0.7097592353820801,live color,wrong color
62,0.7097592353820801,sensory sensitive year love dont worry cold,material issue
63,0.7097592353820801,nicest hoodie material drawstring messed price wanted oversized largest size,material issue
64,0.7097592353820801,purchased champion shirt son pound love comfort ve washed dried time fading color pilling,material issue
65,0.7097592353820801,knee length hoodie plush lining wear time dark gray size amazon suggested lb,wrong size
66,0.7097592353820801,needed order larger size accommodating,wrong size
67,0.7097592353820801,color comfort factor consider traditional shirt time heavier long sleeved shirt fleece silky feeling ordered,wrong description
68,0.7097592353820801,best hoodies owned length isn par,material issue
69,0.7097592353820801,daughter friend fanatic love adorable fit size like baggy wear large,wrong size
70,0.7097592353820801,fit expect size hit hip area chest inch room move fine length tuck jean fabric inside satin silky feeling color vibrant washed notice shrinkage washing,material issue
71,0.7097592353820801,sized thick colder day hoodies ordered bc crop size bulky,wrong size
72,0.7097592353820801,well picture long arrive forgotten ordered,wrong description
73,0.7097592353820801,shirt,material issue
74,0.7097592353820801,mind thermal material will form fitting prefer loose fitting size,wrong size
75,0.7097592353820801,color wasn greatest washing fabric ball won wearing longer,material issue
76,0.5321567058563232,color,wrong color
77,0.5321567058563232,softness,material issue
78,0.5321567058563232,excelente producto de verdad encanto justo lo compre al mismo tiempo hoodie nike puedo decir este e mejor,material issue
79,0.5321567058563232,daughter love hoodie fit oversized small size men sizing print hoodie cozy love big navy funny blue gray gray side blue compliment time wearing,wrong size
80,0.5321567058563232,hoodie sized oversized,wrong size
81,0.5321567058563232,grand daughter wearing fuzzy bear sweater,material issue
82,0.5321567058563232,product damaged hood string extremely frayed cut knot didn return tho easy price,material issue
83,0.5321567058563232,wear large oversized hold wash well,wrong size
84,0.5321567058563232,knee longer,material issue
85,0.5321567058563232,amazing,material issue
86,0.5321567058563232,bottom light thought,wrong description
87,0.5321567058563232,price,material issue
88,0.5321567058563232,lb generally wear shirt hoodies ordered comfortably contrary comment hoodie revived isn thin cheap material lightweight inside complaining design iron visible photo read description ordering iron shirt affordable sewn stitched friend hoodies shirt well worth paid delivered,material issue
89,0.5321567058563232,purchased white halloween costume arrived shirt ordered additional color wear small wanted looser medium negative comment ordered navy shirt received purple photo,wrong color
90,0.5321567058563232,loooove hoodie don steal boyfriend crop lumpy read previous review mind choosing size order size hoodie supposed oversized boyfriend shoulder arm crop regular woman crop short x champion hoodies lb hoodie covered boob lol covered uncomfortably large sleeve shoulder color spiced almond pink pink imo better blush,wrong size
91,0.5321567058563232,kind light weight,material issue
92,0.5321567058563232,shirt breathable flimsy,material issue
93,0.5321567058563232,jacket color don going fit feel,material issue
94,0.5321567058563232,description accurate isn normal hoodie cheap shiny material,wrong description
95,0.9312683939933776,flattering medium thickness problem run small oversized wear closer oversized snug returned,wrong size
96,0.9312683939933776,sweater color will definitely wearing,wrong description
97,0.9312683939933776,heavy weight heavy color shape highly recommend,material issue
98,0.9312683939933776,package arrived condition sweater thickness cooler weather feel dino color hoodie photo blueish color sizing run big hoodies medium,wrong description
99,0.9312683939933776,fabric regular hoodie stretchy thinner side noticed hoodie green stitched wouldn wear hike,material issue
100,0.9312683939933776,está simplemente increíble está muy suave calientito queda perfecto,material issue
101,0.9312683939933776,enjoy hoodie lot color expect string hood fraying falling apart tie fraying,material issue
102,0.9312683939933776,product well,material issue
103,0.9312683939933776,inside jacket indoor weather cool rainy day,material issue
104,0.9312683939933776,,material issue
105,0.9312683939933776,feel,material issue
106,0.9312683939933776,hoodie sherpa lined needed lighter happy fit well,material issue
107,0.9312683939933776,friend mine nostalgia sitcom friend sweater best thing visiting apartment york,material issue
108,0.9312683939933776,sweatshirt multiple color sized loose fitting loose bottom fine easily layer longer shirt complaint longer star considering price wash dry well happy mine,material issue
109,0.9312683939933776,worried wouldn oversized x definitely lb ve happy small well thing disappointed confused color champion powerblend sweatpants color oxford grey shade completely pant blueish tone green yellowish reverse weave pant powerblend whu dumb,wrong color
110,0.9312683939933776,didn expecting wanted baggy front low cut casual sexy cleaning bathroom going reference chest waist hip ordered,wrong size
111,0.9312683939933776,shirt lightweight,wrong description
112,0.9312683939933776,thermal sleeve short material cheap crap,material issue
113,0.9312683939933776,doesn photo weird unflattering fabric weird feel plastic,material issue
114,0.4562242329120636,flattering color wear green size,wrong color
115,0.4562242329120636,sweater exactly advertised purchase small medium going looser time small material sweater thin worn fall mild winter purchase,wrong size
116,0.4562242329120636,replaced champion sweatshirt hanes heavy weight inside wear tad big wash fit order wear size,wrong size
117,0.4562242329120636,hoodie print fleece print sized wanted oversized reference received measure inch chest laid flat roughly inch total,wrong size
118,0.4562242329120636,simple hoodie fabric thick ideal wear variety weather recommend item,material issue
119,0.4562242329120636,fit oversized,wrong size
120,0.4562242329120636,didn picture guess,wrong description
121,0.4562242329120636,size bit oversized cold weather summer night,wrong size
122,0.4562242329120636,wrong size ordered xlg medium,wrong size
123,0.4562242329120636,purchased gift year granddaughter,material issue
124,0.4562242329120636,length material lay body glad order,wrong size
125,0.4562242329120636,exactly going light weight,material issue
126,0.4562242329120636,reason thought stripe material pressed boardwalk hoodie design pressed giftable thought hoodie,material issue
127,0.4562242329120636,thing size cup ordered recommended big wear house,wrong size
128,0.4562242329120636,ve read review surrounding stated cropped short larger chest short sizing sake longer sleeve baggy supposed boyfriend sizing accentuate style mad fall day evening color sort blush tone pink tan reference ordered wanted boyfriend,wrong size
129,0.4562242329120636,originally cut crop top second lb large chest large arm flattering loose doesn cling roll lol shape,wrong size
130,0.4562242329120636,,material issue
131,0.4562242329120636,kid school week sew pocket side,material issue
132,0.4562242329120636,shirt hoping fault read description better nylon feeling cotton,wrong description
133,0.9224488735198976,green color fit material size will order color hard clothing winner,wrong color
134,0.9224488735198976,cool weather,material issue
135,0.9224488735198976,ordered fit multiple layer underneath work doesn roomy,material issue
136,0.9224488735198976,son love sweater inside kawaii popular excited medium fit big ll room grow husband lb,wrong size
137,0.9224488735198976,lounging hoodie material size,material issue
138,0.9224488735198976,cozy colour son love wear,material issue
139,0.9224488735198976,,material issue
140,0.9224488735198976,,material issue
141,0.9224488735198976,live tee hoody day legging jean short chilly purcased daughter adult size,wrong size
142,0.9224488735198976,product happened design exactly pictured complaint size jacket will larger side worry shrinkage feel closer jacket baggie definitely size,wrong size
143,0.9224488735198976,roomy long color advertised wear top cooler day tee shirt,wrong description
144,0.9224488735198976,price paid,material issue
145,0.9224488735198976,purchased daughter son law friendstoo sit watch matchy matchy hoodies beware delivery tookalmost month,material issue
146,0.9224488735198976,hanes add bit length sweater short waisted people taller will lift arm bellybutton showing,wrong size
147,0.9224488735198976,material,material issue
148,0.9224488735198976,happy top fit neckline large fall shoulder,wrong size
149,0.9224488735198976,color well,wrong color
150,0.9224488735198976,fantastic lightweight,material issue
151,0.9224488735198976,seam arm seam middle arm shoulder,wrong size
152,0.9204022884368896,ilike shirt washed will laundering,material issue
153,0.9204022884368896,bit better shirt highly recommend tuck will wear underneath wearing tank top pic shirt fall day,material issue
154,0.9204022884368896,el producto e de buena calidad la tallas corren bien la tela e perfecta volvería hacer otra compra lo recomiendo,material issue
155,0.9204022884368896,ordered year son love fit intended logo situated well fabric don foresee falling peeling easily wash dry surprisingly star,material issue
156,0.9204022884368896,trendy,material issue
157,0.9204022884368896,amazon customer admit million people responsible disappearance brick mortar department clothing store going business america didn day online ordinary simple dish rag paid change worth purchase doesn deserve star,material issue
158,0.9204022884368896,,material issue
159,0.9204022884368896,,material issue
160,0.9204022884368896,birthday gift granddaughter,material issue
161,0.9204022884368896,,material issue
162,0.9204022884368896,satisfied husband purchase hoodie described seller fit well length,wrong size
163,0.9204022884368896,front pocket removed thin hot meet price,material issue
164,0.9204022884368896,recommendation danielle chihak glad furnace cold house tomorrow mn degree easy wash dry going camping,material issue
165,0.9204022884368896,recommend felt bit exposed length,wrong size
166,0.9204022884368896,shirt fit multiple color,material issue
167,0.9204022884368896,dress office dress legging tennis shoe color,material issue
168,0.9204022884368896,thermal zip hoodie work fit nicely lightweight wear comfortably matter temperature ve purchased work color everyday wear company amazing customer service well issue ordered wrong item wonderful resolving entire thing,material issue
169,0.9204022884368896,don material returning,material issue
170,0.686963677406311,color fabric run short,wrong size
171,0.686963677406311,fit described material,wrong description
172,0.686963677406311,high amazing price,material issue
173,0.686963677406311,hoodie teenage son like lot level material thick will provide warmth dino graphic sharp material cozy feel aware hoodie run big large size compared garment thankfully son kind like stuff baggy side consider ordering size smaller regular size don lot charm,wrong size
174,0.686963677406311,color bright fit shirt,wrong color
175,0.686963677406311,color brown fit purchase,wrong color
176,0.686963677406311,color grey pictured run big shoulder arm area,wrong description
177,0.686963677406311,,material issue
178,0.686963677406311,year granddaughter green fabric,material issue
179,0.686963677406311,,material issue
180,0.686963677406311,zipper broke dryer,material issue
181,0.686963677406311,thought including line arm printed hoodie lightweight cheap material disappointed,material issue
182,0.686963677406311,wanted sweater pricey decided lb purchase medium medium fit heavy sweater thas fine weather jersey october,wrong size
183,0.686963677406311,cozy fit,material issue
184,0.686963677406311,hoodie gray black light blue color long wear legging light wear weather downside bra material doesn buying highly recommend large typically medium loose casual fitting,wrong size
185,0.686963677406311,thing small ordered size top fabric size tht disappointing,wrong size
186,0.686963677406311,doesn described material thin style flattering returning,material issue
187,0.686963677406311,real feel,material issue
188,0.4789260029792785,felt skin color beautiful,material issue
189,0.4789260029792785,lightweight chill fall cool summer day,material issue
190,0.4789260029792785,weight will cold day fit,material issue
191,0.4789260029792785,anime fan find ordered daughter love design lightweight fall,material issue
192,0.4789260029792785,lightweight hoodie cold weather hoodie isn fleece type lining chilly fall day layer pound large oversized picture didn huge color,wrong description
193,0.4789260029792785,item listed sized barely fitted size order large oversized item,wrong size
194,0.4789260029792785,hard find sweatshirt blue hood happy,material issue
195,0.4789260029792785,bit small,wrong size
196,0.4789260029792785,gift teenager,material issue
197,0.4789260029792785,size,wrong size
198,0.4789260029792785,lightweight title description definitely heavy side return bc fiancé will wear,wrong description
199,0.4789260029792785,shirt fit material fuzz ball wash,material issue
200,0.4789260029792785,petite individual foot pound wear small x crew neck medium fit small smaller wash dry shrink didn shrink removed package knew smaller thought thin thick normal,wrong size
201,0.4789260029792785,small medium,wrong size
202,0.4789260029792785,top heavy silky material hang flatteringly bra size ddd basic baggy wear legging wear top red color rich beautiful dark gray versatile find string hood sort long bothersome bc buxom string face string easy trim issue,material issue
203,0.4789260029792785,package omg nope send black plain striped sleeve well bad package wash appreciate washed time feel softer cotton type thin thick hang showing bulge doesn cow easy throw legging cover tush pocket kind low aesthetic price point hanging house errand black easy dress plain black shoe gold chain scarf jean ll polished lb waist hip cover medium loose casual easy going cooler weather arm stretch large biceps material bulk sleeve jacket travel camp meet gal dinner,material issue
204,0.4789260029792785,picture thicker,wrong description
205,0.4789260029792785,cotton polyester spandex fabric,material issue
206,0.4853213131427765,labeled shirt fabric thinness thickness,material issue
207,0.4853213131427765,picture easy dress faux leather legging heel casual legging flat big shrink bit wash,material issue
208,0.4853213131427765,,material issue
209,0.4853213131427765,alittle smaller wearable shade purple wash well washed cold hung dry didn shrink don complaint,material issue
210,0.4853213131427765,inside fit well totally recommend,material issue
211,0.4853213131427765,price cool,material issue
212,0.4853213131427765,hoodie length,wrong size
213,0.4853213131427765,,material issue
214,0.4853213131427765,fun lightweight pullover color contrast image match actual product,wrong description
215,0.4853213131427765,,material issue
216,0.4853213131427765,hoodie disappointed doesn pocket,material issue
217,0.4853213131427765,feeling stressed wanted cozy didn cost lot money wouldn pleasantly surprised softness receive compliment wear people typically cozy confirm light weight,material issue
218,0.4853213131427765,baggier size tighter size large medium hoodie fleece inside color well hoodie,wrong size
219,0.4853213131427765,absolute favorite purchase ve year amazon oversized smaller chest flattering deep cut neck,wrong size
220,0.4853213131427765,color green shade blue bright blue medium shade pocket returned clingy overweight won ve lost lb hurt lose lost sick severe pain didn eat time threw clothes lost sized won long lost lb couple week shirt clingy dunlap lost weight don people stand wearing shirt small big fat belly opinion nasty don attractive insulting sound embarrassing disgusting face belly roll public excess skin fat don mind shirt clingy body excess fat decent figure don care showing overweight body shirt big fall spring shirt winter wanted wear blouse underneath color cuff shirt remaining roll excess skin surgery remove hubby doesn care don mind extra weight fantastic hubby ill cook meal clean house laundry grocery run errand needed,material issue
221,0.4853213131427765,zipper broke week disappointing,material issue
222,0.4853213131427765,thinner decent lightweight hoodie color definitely vibrant light gray light white mine,wrong color
223,0.5843102335929871,flattering fit,material issue
224,0.5843102335929871,shirt shoulder picture,wrong description
225,0.5843102335929871,fit,wrong size
226,0.5843102335929871,drawstring hoodie fit well wear pink color material thinner,material issue
227,0.5843102335929871,ill size bigger sleeve bit small will wear,wrong size
228,0.5843102335929871,typical oversized champion classic return tag unwashed wash wearing turn inside rid fuzz ball dry high shrink size normal large mid weight heavy weight layering,material issue
229,0.5843102335929871,fun item longer length year daughter bit large medium big gifted small,wrong size
230,0.5843102335929871,teenage daughter like color vibrant held well wash,material issue
231,0.5843102335929871,shirt ombré picture color light purple,wrong color
232,0.5843102335929871,light hoodie fall heavy fantastic price holding well money,material issue
233,0.5843102335929871,ordered april supposed arrive june knew arrive time didn happening contacted seller week supposed arrive check arrive customer service amazing checked package full update arrived wanted ordered size job,wrong size
234,0.5843102335929871,oversized issue inside fluff fleece shed cling contact washed hope washing will help issue,material issue
235,0.5843102335929871,hoodie color material amazing will ordering color,wrong color
236,0.5843102335929871,washed dozen time curvy find flattering well find top tighter chest shoulder needed well wanted,material issue
237,0.5843102335929871,wear,material issue
238,0.5843102335929871,longer sleeve longer,wrong size
239,0.5843102335929871,hoodie pleased texture,material issue
240,0.7576456069946289,fit will winter,wrong size
241,0.7576456069946289,decent shirt sweater shirt surprised easily snag occurred thought thermal fabric thermal underwear nope loose thermal weave three snag lo longer minute kinda bummed worth money expensive bit longer mine long ad picture solid meh,material issue
242,0.7576456069946289,,material issue
243,0.7576456069946289,disappointing thin thin hope baggy recommend fleece layer basically feel tshirt long sleeve worth money size feel accurate tho,material issue
244,0.7576456069946289,,material issue
245,0.7576456069946289,shirt big guy room long sleeve nowadays short waist tight chest area shirt washing drying stay,wrong size
246,0.7576456069946289,high thicker anticipated incredibly inside measure lb small frame large shoulder medium fit bit roomier large washed cool dried low half time air dry case shrink won highly recommend color winter,wrong size
247,0.7576456069946289,item arrived time exactly pictured happy,material issue
248,0.7576456069946289,thin shirt material hood price tag,material issue
249,0.7576456069946289,big short,wrong size
250,0.7576456069946289,arrived today day ahead schedule china happy product picture flimsy material thick microfleece year daughter big adult small fit child thrilled wish pocket,material issue
251,0.7576456069946289,ordered medium color sweater favorite color pink reference lb material starting cold layer highly recommend,wrong color
252,0.7576456069946289,boyfriend ordered xsmall pound fit baggy boyfriend ordered size small color longer baggier will stick xsmall small work longer baggier,wrong size
253,0.7576456069946289,beautiful didn realize thin,material issue
254,0.7576456069946289,thought purchasing sweat shirt well long sleeve shirt disappointed isnt sweat shirt long sleeve top well weigh large wanted sized exactly wanted will cover bum well wear stretch pant,wrong description
255,0.7576456069946289,material weight run small shorter pictured order size larger wear,wrong size
256,0.7576456069946289,cheap material,material issue
257,0.4835834503173828,fit wanted big wash dry,wrong size
258,0.4835834503173828,blue grey tan tight middle blue tan,wrong color
259,0.4835834503173828,fit plenty long sleeve waist,wrong size
260,0.4835834503173828,wear house sweatshirt covid era don long will hold wasn expensive finger crossed,material issue
261,0.4835834503173828,jacket men department longer length thought sloppy jacket fit nicely longer fleece lining bonus definitely extra warmth ve purchased color will buying,wrong size
262,0.4835834503173828,daughter happy,material issue
263,0.4835834503173828,run small,wrong size
264,0.4835834503173828,hooded wear coat winter walking hood protects ear body heavy excessively sweat big man room,wrong size
265,0.4835834503173828,heavy weight chill fit,material issue
266,0.4835834503173828,lb dd snug chest loose hit hip feel small large ordered color,wrong size
267,0.4835834503173828,three color navy red green navy red bit larger green size small prefer green smaller ve x better size sold hoodies,wrong color
268,0.4835834503173828,easily favorite will ordering color doesn thick photo wanted lightweight wear tank top wear thicker warmth warned,wrong description
269,0.4835834503173828,advertised color picture,wrong description
270,0.4835834503173828,thin thermal zip spring summer cover sun full length sleeve hood add amount warmth material well,material issue
271,0.4835834503173828,shirt expecting light nylon wear package shipped inch half thick read fine print,material issue
272,0.7156134247779846,color originally medium size big ordered small work fine,wrong size
273,0.7156134247779846,color rich red burgundy picture thin will wear cami definitely bra clearly long cover bottom wore legging ordered medium usual size debated wether send don wear camis thing hot flash ultimately decided warning thin,wrong size
274,0.7156134247779846,worth mone,material issue
275,0.7156134247779846,sadly product ordered champion send receiving numerous wrong colored item send exchange color order wrong numerous time time receiving wrong color color shade appears picture color shade received tag color fact item number ordered soooo received correct item looked appeared picture run bit small size champion spot correct accurate sizing merchandise time owning numerous item size style brand well hang loose cozy size thick tight correctly didn weight usual bit loose wheras felt bit tight compared idk upto worth risk,wrong size
276,0.7156134247779846,dress purchased flight egypt,material issue
277,0.7156134247779846,unique color design,wrong color
278,0.7156134247779846,ordered ombre purple color hoodie received plain purple hoodie tone shade ombre disappointed excited shirt find regular purple hoodie,wrong color
279,0.7156134247779846,work well bulky comfort,material issue
280,0.7156134247779846,niece,material issue
281,0.7156134247779846,second ve year ago cropped boxy interior will pill wash excellent live mine temp drop bigger color range,material issue
282,0.7156134247779846,fit thick bulky,wrong size
283,0.7156134247779846,thought bigger fit medium lb will order size oversized,wrong size
284,0.7156134247779846,shirt color remotely ordered wanted beautiful purple aubergine color pink shirt ahead ordered color arrived completely shirt ordered gray paper thin material pocket sewn differently tighter inconsistency suck ll shirt albeit color excuse photo hand color shirt,wrong color
285,0.7156134247779846,color wear time tge gym hot work cover hip,material issue
286,0.7156134247779846,tie dyed pattern printed fabric cotton weird thick paper feel color photo cant describe inside feel exactly inaide feel kinda starchy,material issue
287,0.6634110808372498,feel,material issue
288,0.6634110808372498,fantastic,material issue
289,0.6634110808372498,medium loaded easy vinyl feel wasn cotton material kind hard feeling,material issue
290,0.6634110808372498,shirt incredibly cozy wear large woman large men oversized,wrong size
291,0.6634110808372498,softness recommended smallto comfortably fashionably daughter trimand barely fit sharing help aware size run small,wrong size
292,0.6634110808372498,year granddaughter compliment,material issue
293,0.6634110808372498,watched shirt finally type shirt big ordered swimming exactly wanted cold day complaint hood heavy pulling front don feel tight neck don wear shirt result,material issue
294,0.6634110808372498,fleece material thin jacket better thicker feeling gildan jacket highly recommend simple everyday fall jacket,material issue
295,0.6634110808372498,color review mine pictured poly feel cotton hopefully daughter will,wrong description
296,0.6634110808372498,lightweight neck stretched sleeve rolled disappointed worn,material issue
297,0.6634110808372498,obsessed seller described sleeve long surprise fantastic,wrong description
298,0.6634110808372498,lightweight smaller average light hoodie,wrong size
299,0.6634110808372498,wow amazon picture baby blue picture light blue speckle dark blue dark gray pick normal size long picture boxy,wrong description
300,0.6634110808372498,flattering easy wash midway zip summer definitely spring autumn,material issue
301,0.6634110808372498,color gorgeous shirt size small ordered large sad,wrong size
302,0.7097592353820801,time isn definitely ordering color,material issue
303,0.7097592353820801,wore today time spent work day loop thread catching literally leaned pulled thread looked unprofessional big opinion disappointed will wear,material issue
304,0.7097592353820801,purchased white hoodie size soley purpose dying dyed wonderfully cotton exception thread cord hood generally size men hoodies based comment shrinkage size mistake time finished pre wash hot water dried high heat dryer dyed repeated wash dry process thought shrink size didn fit female fairly long arm size hoodie heat processed ended big body width length sleeve speak men woman order usual size wear men unisex hoodie generally baggy normal size men unisex hoodie snug ordering size shrinkage definitely minimal hood functional neck don hanes sews hood damn small tight size wear hood guess low price paid photo included fabric absorbed dye teenie hood fairly lightweight hoodie shirt thin thick champion hoodies softness average rave scratchy stiff,wrong size
305,0.7097592353820801,ladiiiiies men baggy side month pregnant large fit ordered color going order,wrong size
306,0.7097592353820801,red dark red,wrong color
307,0.7097592353820801,daughter love matter,material issue
308,0.7097592353820801,color photo lighter color,wrong color
309,0.7097592353820801,,material issue
310,0.7097592353820801,,material issue
311,0.7097592353820801,size big,wrong size
312,0.7097592353820801,rich red color fit,wrong color
313,0.7097592353820801,size larger indent loose disappointed,wrong size
314,0.7097592353820801,didn pocket stick hang correctly,material issue
315,0.7097592353820801,happy black mistake attracts dog hair bad,material issue
316,0.7097592353820801,color wasn greatest washing fabric ball won wearing longer,material issue
317,0.5321567058563232,touch thinner definitely,material issue
318,0.5321567058563232,disappointed snugger wanted shirt,wrong size
319,0.5321567058563232,year ago hoodies owned favorite apartment cold winter stay turn heat hoodie fit definitely reccomend buying fact,material issue
320,0.5321567058563232,work relaxing,material issue
321,0.5321567058563232,didn fact wasn couldn zip wait size place problem top pant fite fine bit baggie,wrong size
322,0.5321567058563232,friend love frog thought adorable snd thankfully love,material issue
323,0.5321567058563232,flattering,material issue
324,0.5321567058563232,,material issue
325,0.5321567058563232,daughter love wear woman medium like wear clothes large baggie medium knowing wasn baggie concerned shrinking washing returned plan larger size lightweight,wrong size
326,0.5321567058563232,will rating asks detail toooo long accept sweatshirt rating,material issue
327,0.5321567058563232,medium thought going uncomfortably big nah couldve large longer dont long torso waistline wear normal jean lb reference btw,wrong size
328,0.5321567058563232,fit thing thin sweater definitely definitely,material issue
329,0.5321567058563232,didn product,material issue
330,0.5321567058563232,ordered jacket fall type jacket jacket thin live colder climate isn keeping big jacket well hoping material bit warmer,material issue
331,0.5321567058563232,description accurate isn normal hoodie cheap shiny material,wrong description
332,0.9312683939933776,didn care long sleeve,wrong size
333,0.9312683939933776,top sheer cami underneath sleeve fall,material issue
334,0.9312683939933776,fitting colour amount thickness,wrong description
335,0.9312683939933776,sweater feel beat price sweater heavy well,material issue
336,0.9312683939933776,garment packaged well item beautiful red color fabric lining disappoint exactly including length warmer bonus wear jacket warmer season evening cool going walk jacket ll colder season small issue sleeve tight upper arm shirt sleeve punched jacket sleeve putting easy will order color,wrong size
337,0.9312683939933776,dog pain lint roller physically pluck hair star fit well hard dog hair dryer dryer cotton ball suck hair,material issue
338,0.9312683939933776,actual garment dy nit subtle gradient coloration pictured top dark color oresent gradient colouration light lavender disappointed picture received fit well,wrong description
